28277418,26249749,21147445,19066571,26203446,20695420,15220289,23464958,23895019,19728593,17620833,17124096,22478072,23893157,16042459,16465051,11252339,12376181,16826609,12115059,24427067,0,15513088,6909996,12594048,12740029,15614372,12505207,19215786,16390710,19276098,14485022
39754508,36416060,27134926,25002423,35768875,27027667,19993071,32351581,32901547,23721866,20490391,21390088,30444261,32908421,19001496,20391454,13622165,15069073,20586774,14621064,0,24427067,19181162,7944056,14999678,14797879,18721825,15582794,24850733,20022723,24792217,17180933
16914796,15376713,12983937,12334167,15279215,12590582,10349491,13749813,14088019,12191743,12067312,12196707,13547240,14125322,11438748,11295495,10918077,12790112,13148919,0,14621064,12115059,12746248,7100838,11712185,10709918,11737684,11151746,12813244,11720966,11844728,11040458
24662807,22835028,18536109,17138179,22180192,18042209,14012602,19795483,20683451,17220809,15363324,16236349,18990195,20538465,15096614,15452805,12797333,13746459,0,13148919,20586774,16826609,17817437,7795634,13068238,12796470,15185027,12497997,17537679,15485015,16494466,14080045
17496130,15893874,13455713,12682908,15783007,13077003,11225428,14089460,14712638,12598943,12577702,12625086,14016233,14586479,11810697,11801100,11547732,0,13746459,12790112,15069073,12376181,12973137,7131105,12091757,10954719,12134686,10747061,13320235,12101680,12228173,11378332
16156554,14770096,12773956,11827537,14679206,12362225,9951455,13147121,13511360,11729015,11176021,12540382,12661507,14036446,11027998,11317797,0,11547732,12797333,10918077,13622165,11252339,12176244,6782003,10746886,11074389,11317332,9985020,12217465,11591799,11441031,10684377
24081988,22082847,18184371,16356378,21943114,18008254,14067691,19536092,20139200,16123733,14413465,16461592,18614316,20724188,13851192,0,11317797,11801100,15452805,11295495,20391454,16465051,14425728,6726607,11843256,11830872,13993518,11494742,17549155,15862640,17799293,13531029
22994713,20818969,16724114,15664819,20586139,16616712,12890613,18368777,18917765,16691636,15310457,14591608,17469714,19080245,0,13851192,11027998,11810697,15096614,11438748,19001496,16042459,14455053,6793862,11884080,11427448,13525357,11294425,16712619,14239519,15278826,13148883
38804402,36050855,28150413,24531652,35230782,27113477,19218290,31752321,32272592,23334875,19479722,21385615,29571056,0,19080245,20724188,14036446,14586479,20538465,14125322,32908421,23893157,18970455,8002392,14785059,14728054,18657344,15006497,24442888,20322761,24256571,16928391
35320091,32716253,24941231,22948525,32409587,24567396,18275128,29543785,30017616,22052787,18361588,19451463,0,29571056,17469714,18614316,12661507,14016233,18990195,13547240,30444261,22478072,17621051,7485398,14063424,13576342,17284485,14215009,22745032,18257417,22775752,15709888
24431815,23080967,19109404,17276280,22574962,18401961,14663152,20222097,20902940,16809931,15100661,0,19451463,21385615,14591608,16461592,12540382,12625086,16236349,12196707,21390088,17124096,15564035,7292379,12616161,12903527,14729595,12304583,18255232,17032001,16176303,14111238
22902349,21206029,17369327,16050460,21084421,17217697,13811750,18889620,19453234,17648302,0,15100661,18361588,19479722,15310457,14413465,11176021,12577702,15363324,12067312,20490391,17620833,14492051,6880976,12378181,11679488,14210653,11762574,16588033,14357359,15899393,12711252
28027328,26000290,20442287,18910875,25664607,20287805,15097508,23313839,24014804,0,17648302,16809931,22052787,23334875,16691636,16123733,11729015,12598943,17220809,12191743,23721866,19728593,15996230,7023214,12568131,12380184,15230519,12481923,19495660,15975780,18597700,13931143
38288328,36997657,27079321,24733187,35327337,26721520,19194395,32011270,0,24014804,19453234,20902940,30017616,32272592,18917765,20139200,13511360,14712638,20683451,14088019,32901547,23895019,19262498,7893842,14628804,14409610,18619980,15153977,24681476,19766055,24621278,16884689
37140686,35393490,26607622,24755131,35835087,26263324,18574449,0,32011270,23313839,18889620,20222097,29543785,31752321,18368777,19536092,13147121,14089460,19795483,13749813,32351581,23464958,18315295,7894491,14239521,14079256,18183189,14598637,24116195,19167763,24262632,16396750
22125773,20918173,16855341,15560025,20611819,16405156,0,18574449,19194395,15097508,13811750,14663152,18275128,19218290,12890613,14067691,9951455,11225428,14012602,10349491,19993071,15220289,13372759,6026094,10922300,10551845,12725454,10706720,15753662,13936056,15291295,12514386
31106881,29478130,24982974,22902444,29367103,0,16405156,26263324,26721520,20287805,17217697,18401961,24567396,27113477,16616712,18008254,12362225,13077003,18042209,12590582,27027667,20695420,16778636,7348173,13157016,13135237,16577006,13288504,21130622,17708467,20886557,14942623
41944756,39325607,29312017,27070098,0,29367103,20611819,35835087,35327337,25664607,21084421,22574962,32409587,35230782,20586139,21943114,14679206,15783007,22180192,15279215,35768875,26203446,20489070,8757560,15998483,15771372,20599347,16363304,26742383,21652159,26795682,18568455
28291891,26802108,22607095,0,27070098,22902444,15560025,24755131,24733187,18910875,16050460,17276280,22948525,24531652,15664819,16356378,11827537,12682908,17138179,12334167,25002423,19066571,16002791,7363341,12708615,12542294,15798982,12817033,19575715,16248646,19858157,14570990
31117144,29492009,0,22607095,29312017,24982974,16855341,26607622,27079321,20442287,17369327,19109404,24941231,28150413,16724114,18184371,12773956,13455713,18536109,12983937,27134926,21147445,17075015,7479251,13437920,13941465,16533262,13693949,21022513,17987830,20963077,15196082
42329066,0,29492009,26802108,39325607,29478130,20918173,35393490,36997657,26000290,21206029,23080967,32716253,36050855,20818969,22082847,14770096,15893874,22835028,15376713,36416060,26249749,21057762,8668168,16122219,16008247,20374608,16517892,27188698,21772987,26680094,18530506
0,42329066,31117144,28291891,41944756,31106881,22125773,37140686,38288328,28027328,22902349,24431815,35320091,38804402,22994713,24081988,16156554,17496130,24662807,16914796,39754508,28277418,22836429,9613299,17591093,17418363,22204330,18037742,29881287,23660425,29036986,20051976

